post_type,post_id,codice_electa,post_title,anno_opera,tax_materiali,misure_opera,tax_tipologia_opera,tax_tipo_opera,tax_subtipo_opera,esemplari_opera,file_immagine.jpg,id_import,codice_opera,post_status
catalogo,14214,T 56 003,Senza titolo / (Untitled),1956,tempera and pastel on cardboard,700 x 460 mm,works on paper/canvas,mixed media,,,T_56_003.jpg,4214,4214,publish
catalogo,14215,T 56 004,Senza titolo / (Untitled),1956,tempera and pastel on cardboard,470 x 690 mm,works on paper/canvas,mixed media,,,T_56_004.jpg,4215,4215,publish
catalogo,14216,T 56 005,Senza titolo / (Untitled),1956,mixed media on paper,475 x 660 mm,works on paper/canvas,mixed media,,,T_56_005.jpg,4216,4216,publish
catalogo,14217,T 56 006,Senza titolo / (Untitled),1956,"burn marks, tempera and pastel on paper ",475 x 660 mm,works on paper/canvas,mixed media,,,T_56_006.jpg,4217,4217,publish
catalogo,14226,T 56 025,Senza titolo / (Untitled),1956,"tempera, pastel and pencil on cardboard",700 x 500 mm,works on paper/canvas,mixed media,,,T_56_025.jpg,4226,4226,publish
catalogo,14227,T 56 026,Senza titolo / (Untitled),1956,tempera and pastel on paper,700 x 500 mm,works on paper/canvas,mixed media,,,T_56_026.jpg,4227,4227,publish
catalogo,14228,T 56 027,Senza titolo / (Untitled),1956,tempera on cardboard,500 x 700 mm,works on paper/canvas,mixed media,,,T_56_027.jpg,4228,4228,publish
catalogo,14229,T 56 028,Veritable Novel of my Hearth,1956,tempera on cardboard,480 x 700 mm,works on paper/canvas,mixed media,,,T_56_028.jpg,4229,4229,publish
catalogo,14230,T 56 029,Ricordi di paure / (Memories of Fears),1956,tempera and wax crayon on cardboard  ,690 x 470 mm,works on paper/canvas,mixed media,,,T_56_029.jpg,4230,4230,publish
catalogo,14269,DIS 59 002,Disegno / (Drawing),1959,pencil on cardboard,347 x 259 mm,works on paper/canvas,drawings,, ,DIS_59_002.jpg,4269,4269,publish
catalogo,14574,T 56 050,Tre personaggi / (Three Characters),1956,tempera and pastel on cardboard,484 x 337 mm,works on paper/canvas,mixed media,,,T_56_050.jpg,4574,4574,publish
catalogo,14967,BE 160,Cavallino / (Little Horse),circa 1955,glazed ceramic,"26,5 x 14 x 6,5 cm",ceramics,animals,,,BE_160.jpg,4967,4967,publish
catalogo,14968,BE 161,Cavallino / (Little Horse),circa 1955,glazed polychrome ceramic,"25,5 x 13,5 x 7 cm",ceramics,animals,,,BE_161.jpg,4968,4968,publish
catalogo,14969,BE 162,Gallo / (Rooster),circa 1955,glazed polychrome ceramic,"24 x 12,5 x 10 cm",ceramics,animals,,,BE_162.jpg,4969,4969,publish
catalogo,15225,1954 15,Kore ,circa 1954,terracotta,"42 x Ø 8,5 cm",Sculptures,,,,1954_15.jpg,5225,5225,publish
catalogo,15250,DIS 34 020,Disegno / (Drawing),circa 1934,pencil on paper ,278 x 195 mm,works on paper/canvas,drawings,,,DIS_34_020.jpg,5250,5250,publish
catalogo,15253,DIS 34 021,Disegno / (Drawing),1934,pencil on paper ,247 x 174 mm,works on paper/canvas,drawings,,"   "" "" ",DIS_34_021.jpg,5253,5253,publish
catalogo,15308,T 56 049,Il Macbeth / (Macbeth II),1956,"burn marks, conté pencil and tempera on paper",250 x 333 mm,works on paper/canvas,mixed media,, ,T_56_049.jpg,5308,5308,publish
catalogo,15309,T 56 048,I viaggi / (The Journeys) ,1956,tempera and burn marks on paper,325 x 250 mm,works on paper/canvas,mixed media,,,T_56_048.jpg,5309,5309,publish
catalogo,15313,T 55 060,La città deserta / (The Desolate City),circa 1955,"tempera, pastel, burn marks and collage on paper",478 x 655 mm,works on paper/canvas,mixed media,, ,T_55_060.jpg,5313,5313,publish
catalogo,15658,T 56 040,Senza titolo / (Untitled),1956,"burn marks, tempera and pastel on paper",500 x 700 mm,works on paper/canvas,mixed media,, ,T_56_040.jpg,5658,5658,publish
catalogo,15671,T 55 056,Senza titolo / (Untitled),1955,"tempera, pastel and pencil on paper ",497 x 700 mm,works on paper/canvas,mixed media,, ,T_55_056.jpg,5671,5671,publish
catalogo,15672,T 56 045,Senza titolo / (Untitled),1956,tempera and pastel on paper,503 x 700 mm,works on paper/canvas,mixed media,, ,T_56_045.jpg,5672,5672,publish
catalogo,15676,VA 390,Vaso brocca / (Pitcher Vase) ,circa 1955,glazed polychrome ceramic,49 x 28 x 14 cm,ceramics,vases,pitcher vase,,VA_390.jpg,5676,5676,publish
catalogo,15733,T 55 062,Senza titolo / (Untitled),circa 1955,"tempera, burn marks and pastel on cardboard ",500 x 350 mm,works on paper/canvas,mixed media,,"        "" "" "" "" "" "" "" ",T_55_062.jpg,5733,5733,publish
catalogo,15734,T 55 063,Senza titolo / (Untitled),circa 1955,"tempera, burn marks and pastel on cardboard ",500 x 350 mm,works on paper/canvas,mixed media,,"        "" "" "" "" "" "" "" ",T_55_063.jpg,5734,5734,publish
catalogo,15738,T 53 028,Senza titolo / (Untitled),1953,"tempera, pastel and pencil on paper ",500 x 700 mm,works on paper/canvas,mixed media,,,T_53_028.jpg,5738,5738,publish
catalogo,15741,T 56 055,Senza titolo / (Untitled),1956,"india ink, pastel and tempera on paper ",353 x 500 mm,works on paper/canvas,mixed media,, ,T_56_055.jpg,5741,5741,publish
catalogo,15742,T 56 043,Senza titolo / (Untitled),1956,pastel and burn marks on paper ,350 x 500 mm,works on paper/canvas,mixed media,,,T_56_043.jpg,5742,5742,publish
catalogo,15743,T 53 038,Alfabeto / (Alphabet),circa 1953,"pastel, tempera, charcoal and burn marks on cardboard",350 x 500 mm,works on paper/canvas,mixed media,, ,T_53_038.jpg,5743,5743,publish
catalogo,15747,T 56 042,Senza titolo / (Untitled),1956,"tempera, pastel and burn marks on paper ",348 x 500 mm,works on paper/canvas,mixed media,,,T_56_042.jpg,5747,5747,publish
catalogo,15748,T 56 044,Senza titolo / (Untitled),1956,"tempera, pastel and burn marks on paper",340 x 482 mm,works on paper/canvas,mixed media,,,T_56_044.jpg,5748,5748,publish
catalogo,15750,T 55 059,Senza titolo / (Untitled),1955,"tempera, pastel and burn marks on paper",326 x 247 mm,works on paper/canvas,mixed media,,,T_55_059.jpg,5750,5750,publish
catalogo,15788,PT 096,Piatto / (Plate),circa 1955,glazed polychrome ceramic,"6 x Ø 27,5 cm",ceramics,plates,,   ,PT_096.jpg,5788,5788,publish
catalogo,15789,PT 097,Piatto / (Plate),circa 1955,glazed polychrome ceramic,"8,5 x Ø 27 cm",ceramics,plates,, ,PT_097.jpg,5789,5789,publish
catalogo,15813,1954 16,Kore ,circa 1954,terracotta,"h. 22,3 cm, 5 x 4,2 cm",Sculptures,,,    ,1954_16.jpg,5813,5813,publish
catalogo,15825,T 55 066,Senza titolo / (Untitled),circa 1955,"mixed media, pastel, pencil and burn marks on paper ",249 x 333 mm,works on paper/canvas,mixed media,, ,T_55_066.jpg,5825,5825,publish
catalogo,15827,T 54 040,Senza titolo / (Untitled),circa 1954,"pastel, charcoal, tempera and burn marks on paper ",348 x 250 mm,works on paper/canvas,mixed media,, ,T_54_040.jpg,5827,5827,publish
catalogo,15833,T 52 025,Senza titolo / (Untitled),circa 1952,"tempera, burn marks and pencil on paper  ",250 x 320 mm,works on paper/canvas,mixed media,, ,T_52_025.jpg,5833,5833,publish
catalogo,15834,T 52 026,Senza titolo / (Untitled),circa 1952,"charcoal, pastel, ink and burn marks on paper ",250 x 325 mm,works on paper/canvas,mixed media,, ,T_52_026.jpg,5834,5834,publish
catalogo,15837,T 52 027,Senza titolo / (Untitled),circa 1952,"charcoal, pastel and burn marks on paper",250 x 335 mm,works on paper/canvas,mixed media,, ,T_52_027.jpg,5837,5837,publish
catalogo,15838,T 53 032,Senza titolo / (Untitled),circa 1953,"tempera, india ink, pencil and burn marks on paper  ",245 x 330 mm,works on paper/canvas,mixed media,, ,T_53_032.jpg,5838,5838,publish
catalogo,15840,T 53 031,Senza titolo / (Untitled),circa 1953,"tempera, pastel and burn marks on paper ",250 x 355 mm,works on paper/canvas,mixed media,, ,T_53_031.jpg,5840,5840,publish
catalogo,15868,T 55 065,Senza titolo / (Untitled),circa 1955,tempera and burn marks on paper,335 x 335 mm,works on paper/canvas,mixed media,, ,T_55_065.jpg,5868,5868,publish
catalogo,15892,T 56 056,Senza titolo / (Untitled),circa 1956,"tempera, wax crayon and burn marks on paper",245 x 355 mm,works on paper/canvas,mixed media,,  ,T_56_056.jpg,5892,5892,publish
catalogo,15920,1954 5B,Senza titolo / (Untitled),circa 1954,plaster and mixed media,54 x 75 cm,bas reliefs,plaster / others,, ,1954_5B.jpg,5920,5920,publish
catalogo,15934,T 50 009,Senza titolo / (Untitled),circa 1950,"watercolour, tempera, polychrome pastel and collage on paper mounted on canvas",697 x 996 mm,works on paper/canvas,mixed media,,"  "" ",T_50_009.jpg,5934,5934,publish
catalogo,15957,DIS 32 011,Disegno / (Drawing) ,1932,pencil on tissue paper,300 x 210 mm,works on paper/canvas,drawings,, ,DIS_32_011.jpg,5957,5957,publish
catalogo,15969,DIS 34 018,Disegno - Progetto per scultura / (Drawing - Project for Sculpture),1934,pencil on paper,290 x 227 mm,works on paper/canvas,drawings,,"  "" ",DIS_34_018.jpg,5969,5969,publish
catalogo,16067,VA 468,Vaso / (Vase),circa 1955,glazed polychrome ceramic,31 x 15 cm,ceramics,vases,bull vase, ,VA_468.jpg,6067,6067,publish
catalogo,16124,DIS 42 003 / 003-1,Disegno - Illustrazione per un racconto / (Drawing - Illustration for a Story),circa 1942,pencil and charcoal on paper (recto and verso),334 x 240 mm,works on paper/canvas,drawings,,      ,DIS_42_003_/_003-1.jpg,6124,6124,publish
catalogo,16190,DIS 31 002,Disegno / (Drawing),1931,pencil on paper,296 x 209 mm,works on paper/canvas,drawings,,,DIS_31_002.jpg,6190,6190,publish
catalogo,16191,DIS 31 003,Disegno / (Drawing),1931,pencil on paper,,works on paper/canvas,drawings,,,DIS_31_003.jpg,6191,6191,publish
catalogo,16222,DIS 47 008,Disegno / (Drawing),1947,charcoal on paper,222 x 253 mm,works on paper/canvas,drawings,,,DIS_47_008.jpg,6222,6222,publish
catalogo,16529,DIS 48 001,Disegno / (Drawing),1948 ,pencil and india ink on paper,398 x 297 mm,works on paper/canvas,drawings,,,DIS_48_001.jpg,6529,6529,publish
catalogo,16568,DIS 55 001,Disegno / (Drawing),1955,pastel and pencil on paper,300 x 400 mm,works on paper/canvas,drawings,,,DIS_55_001.jpg,6568,6568,publish
catalogo,16569,DIS 55 002,Disegno / (Drawing),1955,pencil on paper,300 x 400 mm,works on paper/canvas,drawings,,,DIS_55_002.jpg,6569,6569,publish
catalogo,16570,DIS 55 003,Disegno / (Drawing),1955,pencil on paper,300 x 400 mm,works on paper/canvas,drawings,,,DIS_55_003.jpg,6570,6570,publish
catalogo,16571,DIS 55 004,Disegno / (Drawing),1955,carchoal and pencil on paper,300 x 400 mm,works on paper/canvas,drawings,,,DIS_55_004.jpg,6571,6571,publish
catalogo,16572,DIS 55 005,Euridice / (Eurydice),1955,"blue ink, black ballpoint pen and pencil on paper",389 x 299 mm,works on paper/canvas,drawings,,,DIS_55_005.jpg,6572,6572,publish
catalogo,16573,DIS 55 006,Euridice / (Eurydice),1955,pencil on paper,370 x 297 mm,works on paper/canvas,drawings,,,DIS_55_006.jpg,6573,6573,publish
catalogo,16574,DIS 55 007,Disegno / (Drawing),1955,carchoal and pencil on paper,385 x 300 mm,works on paper/canvas,drawings,,,DIS_55_007.jpg,6574,6574,publish
catalogo,16575,DIS 55 008,Disegno / (Drawing),1955,india ink and pencil on paper,384 x 300 mm,works on paper/canvas,drawings,,,DIS_55_008.jpg,6575,6575,publish
catalogo,16576,DIS 55 009,Disegno / (Drawing),1955,pencil on paper,300 x 400 mm,works on paper/canvas,drawings,,,DIS_55_009.jpg,6576,6576,publish
catalogo,16577,DIS 55 010,Disegno / (Drawing),1955,pastel and pencil on paper,300 x 400 mm,works on paper/canvas,drawings,,,DIS_55_010.jpg,6577,6577,publish
catalogo,16578,DIS 55 011,Disegno / (Drawing),1955,pastel and pencil on paper,300 x 400 mm,works on paper/canvas,drawings,,,DIS_55_011.jpg,6578,6578,publish
catalogo,16579,DIS 55 012,Disegno / (Drawing),1955,pencil on paper,300 x 400 mm,works on paper/canvas,drawings,,,DIS_55_012.jpg,6579,6579,publish
catalogo,16580,DIS 55 013,Disegno / (Drawing),1955,pen and charcoal on paper,300 x 400 mm,works on paper/canvas,drawings,,,DIS_55_013.jpg,6580,6580,publish
catalogo,16581,DIS 55 014,Disegno / (Drawing),1955,pastel and pen on paper,two overlapping papers: 398 x 298 mm (each),works on paper/canvas,drawings,,,DIS_55_014.jpg,6581,6581,publish
catalogo,16582,DIS 55 015,Disegno / (Drawing),1955,pencil on paper,300 x 400 mm,works on paper/canvas,drawings,,,DIS_55_015.jpg,6582,6582,publish
catalogo,16583,DIS 55 016,Disegno / (Drawing),1955,pencil on paper,300 x 400 mm,works on paper/canvas,drawings,,,DIS_55_016.jpg,6583,6583,publish
catalogo,16728,DIS 47 011,Disegno / (Drawing),circa 1947,pencil on paper,277 x 213 mm,works on paper/canvas,drawings,,,DIS_47_011.jpg,6728,6728,publish
catalogo,16729,DIS 47 012,Disegno / (Drawing),circa 1947,pencil on paper,319 x 220 mm,works on paper/canvas,drawings,,,DIS_47_012.jpg,6729,6729,publish
catalogo,16730,DIS 47 013,Disegno / (Drawing),circa 1947,pencil and pen on paper,310 x 420 mm,works on paper/canvas,drawings,,,DIS_47_013.jpg,6730,6730,publish
catalogo,16752,DIS 50 008,Disegno / (Drawing),circa 1950,blue ink and india ink on paper ,292 x 210 mm,works on paper/canvas,drawings,,,DIS_50_008.jpg,6752,6752,publish
catalogo,16753,DIS 50 009,Disegno / (Drawing),circa 1950,pastel and pen on yellow paper,400 x 286 mm,works on paper/canvas,drawings,,,DIS_50_009.jpg,6753,6753,publish
catalogo,16754,DIS 50 010,Disegno / (Drawing),circa 1950,pen on paper,310 x 420 mm,works on paper/canvas,drawings,,,DIS_50_010.jpg,6754,6754,publish
catalogo,16795,T 50 011,Senza titolo / (Untitled),circa 1950,"pastel, charcoal and sanguine pencil on cardboard ",500 x 700 mm,works on paper/canvas,mixed media,,,T_50_011.jpg,6795,6795,publish
catalogo,16796,T 50 012,Senza titolo / (Untitled),circa 1950,"pastel, sanguine pencil and charcoal on cardboard",500 x 536 mm,works on paper/canvas,mixed media,,,T_50_012.jpg,6796,6796,publish
catalogo,16797,T 50 013,Senza titolo / (Untitled),circa 1950,pastel and sanguine pencil on cardboard,500 x 700 mm,works on paper/canvas,mixed media,,,T_50_013.jpg,6797,6797,publish
catalogo,16798,T 50 014,Senza titolo / (Untitled),circa 1950,pencil and india ink on paper,423 x 662 mm,works on paper/canvas,mixed media,,,T_50_014.jpg,6798,6798,publish
catalogo,16799,T 50 015,Senza titolo / (Untitled),circa 1950,"pencil, pastel and red watercolour on grey cardboard ",500 x 695 mm,works on paper/canvas,mixed media,,,T_50_015.jpg,6799,6799,publish
catalogo,16817,T 52 015,Senza titolo / (Untitled),circa 1952,"tempera, pastel, burn marks and india ink on paper  ",252 x 335 mm,works on paper/canvas,mixed media,,,T_52_015.jpg,6817,6817,publish
catalogo,16914,T 52 009,Senza titolo / (Untitled),1952,tempera and burn marks on paper mounted on canvas,472 x 692 mm,works on paper/canvas,mixed media,,,T_52_009.jpg,6914,6914,publish
catalogo,16925,T 53 033,Senza titolo / (Untitled),1953,tempera and burn marks on paper mounted on canvas,500 x 700 mm,works on paper/canvas,mixed media,,,T_53_033.jpg,6925,6925,publish
catalogo,16973,T 54 031,Senza titolo / (Untitled),1954,"tempera, pastel and burn marks on paper",500 x 700 mm,works on paper/canvas,mixed media,,,T_54_031.jpg,6973,6973,publish
catalogo,16997,T 50 017,Senza titolo / (Untitled),circa 1950,"conté pencil, tempera and pastel on cardoard ",500 x 355 mm,works on paper/canvas,mixed media,,,T_50_017.jpg,6997,6997,publish
catalogo,16998,T 50 018,Senza titolo / (Untitled),circa 1950,pastel on carboard ,376 x 497 mm,works on paper/canvas,mixed media,,,T_50_018.jpg,6998,6998,publish
catalogo,17000,T 52 028,Senza titolo / (Untitled),circa 1952,"tempera, pastel and burn marks on paper ",330 x 500 mm,works on paper/canvas,mixed media,,,T_52_028.jpg,7000,7000,publish
catalogo,17002,T 54 038,Senza titolo / (Untitled),circa 1954,tempera and pastel on paper ,350 x 500 mm,works on paper/canvas,mixed media,,,T_54_038.jpg,7002,7002,publish
catalogo,17005,T 55 038,Senza titolo / (Untitled),circa 1955,tempera and pencil on paper,660 x 430 mm,works on paper/canvas,mixed media,,,T_55_038.jpg,7005,7005,publish
catalogo,17006,T 56 033,Senza titolo / (Untitled),circa 1956,pastel and tempera on cardboard,485 x 703 mm,works on paper/canvas,mixed media,,,T_56_033.jpg,7006,7006,publish
catalogo,17007,T 56 034,Senza titolo / (Untitled),circa 1956,"tempera, charcoal, pastel, pencil and collage on cardboard",499 x 699 mm,works on paper/canvas,mixed media,,,T_56_034.jpg,7007,7007,publish
catalogo,17123,T 50 019,Senza titolo / (Untitled),circa 1950,tempera and pastel on paper ,,works on paper/canvas,mixed media,,,T_50_019.jpg,7123,7123,publish
catalogo,17201,T 54 027,La zingara e il soldato / (The Gypsy and the Soldier) ,1954,tempera and pencil on paper,480 x 330 mm,works on paper/canvas,mixed media,,,T_54_027.jpg,7201,7201,publish
catalogo,17263,T 55 070,Senza titolo / (Untitled),circa 1955,tempera and burnt paper mounted on canvas,700 x 1000 mm,works on paper/canvas,mixed media ,,,T_55_070.jpg,7263,7263,publish
catalogo,17308,T 55 042,Senza titolo / (Untitled),circa 1955,mixed media on paper,540 x 760 mm,works on paper/canvas,mixed media ,,,T_55_042.jpg,7308,7308,publish
catalogo,17309,T 55 043,Senza titolo / (Untitled),circa 1955,tempera and burn marks on paper,240 x 320 mm,works on paper/canvas,mixed media ,,,T_55_043.jpg,7309,7309,publish
catalogo,17310,T 55 044,Senza titolo / (Untitled),circa 1955,"tempera, pastel and burn marks on paper ",240 x 320 mm,works on paper/canvas,mixed media ,,,T_55_044.jpg,7310,7310,publish
catalogo,17324,BE 136,Gallo / (Rooster) ,circa 1955,glazed polychrome ceramic,h. 25 cm ,ceramics,animals,,,BE_136.jpg,7324,7324,publish
catalogo,17327,VA 402,Vaso / (Vase),circa 1955,glazed polychrome ceramic,h. 65 x 17 x 15 cm,ceramics,vases,two eggs and two cones vase,,VA_402.jpg,7327,7327,publish
catalogo,17449,T 52 030,Senza titolo / (Untitled),1952,"tempera, burn marks and collage on paper mounted on canvas",700 x 1000 mm,works on paper/canvas,mixed media,,,T_52_030.jpg,7449,7449,publish
catalogo,17457,T 50 021,Senza titolo / (Untitled),circa 1950,tempera and pastel on paper mounted on canvas,700 x 1000 mm,works on paper/canvas,mixed media,,,T_50_021.jpg,7457,7457,publish
catalogo,17460,T 55 071,Senza titolo / (Untitled),circa 1955,"tempera, burn marks and burnt collage on paper mounted on canvas",700 x 1000 mm,works on paper/canvas,mixed media,,,T_55_071.jpg,7460,7460,publish
catalogo,17461,T 55 072,Senza titolo / (Untitled),circa 1955,tempera and pastel on paper mounted on canvas,700 x 1000 mm,works on paper/canvas,mixed media,,,T_55_072.jpg,7461,7461,publish
catalogo,17462,T 55 073,Senza titolo / (Untitled),circa 1955,tempera and pastel on paper mounted on canvas,700 x 1000 mm,works on paper/canvas,mixed media,,,T_55_073.jpg,7462,7462,publish
catalogo,17463,T 50 022,Senza titolo / (Untitled),circa 1950,"watercolour, pastel and pencil on paper mounted on canvas",700 x 1000 mm,works on paper/canvas,mixed media,,,T_50_022.jpg,7463,7463,publish
catalogo,17464,T 50 023,Senza titolo / (Untitled),circa 1950,"tempera, india ink and pastel on paper mounted on canvas",700 x 1000 mm,works on paper/canvas,mixed media,,,T_50_023.jpg,7464,7464,publish
catalogo,17465,T 50 024,Senza titolo / (Untitled),circa 1950,tempera and polychrome pastel on paper mounted on canvas,700 x 1000 mm,works on paper/canvas,mixed media,,,T_50_024.jpg,7465,7465,publish
catalogo,17466,T 52 031,Senza titolo / (Untitled),1952,tempera and burn marks on paper mounted on canvas,700 x 1000 mm,works on paper/canvas,mixed media,,,T_52_031.jpg,7466,7466,publish
catalogo,17467,T 52 032,Senza titolo / (Untitled),1952,"tempera, burn marks and pencil on paper mounted on canvas",700 x 1000 mm,works on paper/canvas,mixed media,,,T_52_032.jpg,7467,7467,publish
catalogo,17468,T 52 033,Senza titolo / (Untitled),1952,tempera and chalk on paper mounted on canvas,700 x 1000 mm,works on paper/canvas,mixed media,,,T_52_033.jpg,7468,7468,publish
catalogo,17469,T 53 039,Senza titolo / (Untitled),circa 1953,tempera and burning on paper mounted on canvas,700 x 1000 mm,works on paper/canvas,mixed media,,,T_53_039.jpg,7469,7469,publish
catalogo,17470,T 53 040,Senza titolo / (Untitled),1953,tempera and burning on paper mounted on canvas,700 x 1000 mm,works on paper/canvas,mixed media,,,T_53_040.jpg,7470,7470,publish
catalogo,17471,T 53 041,Senza titolo / (Untitled),circa 1953,tempera and pastel on paper mounted on canvas,700 x 1000 mm,works on paper/canvas,mixed media,,,T_53_041.jpg,7471,7471,publish
catalogo,17472,T 53 042,Senza titolo / (Untitled),1953,"tempera, burn marks and collage on paper mounted on canvas",700 x 1000 mm,works on paper/canvas,mixed media,,,T_53_042.jpg,7472,7472,publish
catalogo,17473,T 53 043,Senza titolo / (Untitled),1953,tempera on canvas paper ,700 x 1000 mm,works on paper/canvas,mixed media,,,T_53_043.jpg,7473,7473,publish
catalogo,17474,T 55 075,Senza titolo / (Untitled),1955,tempera on paper mounted on canvas,700 x 1000 mm,works on paper/canvas,mixed media,,,T_55_075.jpg,7474,7474,publish
catalogo,17475,T 55 074,Senza titolo / (Untitled),circa 1955,tempera and pastel on paper mounted on canvas,700 x 1000 mm,works on paper/canvas,mixed media,,,T_55_074.jpg,7475,7475,publish
catalogo,17476,T 50 026,Senza titolo / (Untitled),circa 1950,tempera on paper mounted on canvas,700 x 1000 mm,works on paper/canvas,mixed media,,,T_50_026.jpg,7476,7476,publish
catalogo,17477,T 52 034,Senza titolo / (Untitled),1952,"tempera, burn marks and pastel on paper mounted on canvas",700 x 1000 mm,works on paper/canvas,mixed media,,,T_52_034.jpg,7477,7477,publish
catalogo,17478,T 50 025,Senza titolo / (Untitled),circa 1950,tempera and burned collage on paper mounted on canvas,700 x 1000 mm,works on paper/canvas,mixed media,,,T_50_025.jpg,7478,7478,publish
catalogo,17502,T 53 044,Senza titolo / (Untitled),circa 1953,tempera and pastel on paper,325 x 495 mm,works on paper/canvas,mixed media,,,T_53_044.jpg,7502,7502,publish
catalogo,17504,T 50 028,Senza titolo / (Untitled),circa 1950,"polychrome watercolour, polychrome wax crayon and burnt collage on paper",350 x 500 mm,works on paper/canvas,mixed media,,,T_50_028.jpg,7504,7504,publish
catalogo,17505,T 54 043,Senza titolo / (Untitled),circa 1954,tempera and pastel on paper,332 x 500 mm,works on paper/canvas,mixed media,,,T_54_043.jpg,7505,7505,publish
catalogo,17506,T 55 076,Senza titolo / (Untitled),circa 1955,tempera and pastel on paper,350 x 500 mm,works on paper/canvas,mixed media,,,T_55_076.jpg,7506,7506,publish
catalogo,17509,T 55 077,Senza titolo / (Untitled),circa 1955,tempera and pastel on paper,476 x 700 mm,works on paper/canvas,mixed media,,,T_55_077.jpg,7509,7509,publish
catalogo,17510,T 55 078,Le nostre inutili chiacchiere / (Our Useless Chatter),circa 1955,tempera and pastel on paper,305 x 500 mm,works on paper/canvas,mixed media,,,T_55_078.jpg,7510,7510,publish
catalogo,17511,T 54 047,Senza titolo / (Untitled),circa 1954,"tempera, pastel and burn marks on paper ",500 x 700 mm,works on paper/canvas,mixed media,,,T_54_047.jpg,7511,7511,publish
catalogo,17512,T 55 079,Senza titolo / (Untitled),circa 1955,"tempera, pastel and burn marks on paper  ",346 x 497 mm,works on paper/canvas,mixed media,,,T_55_079.jpg,7512,7512,publish
catalogo,17514,T 53 045,Senza titolo / (Untitled),circa 1953,tempera and pastel on paper,325 x 495 mm,works on paper/canvas,mixed media,,,T_53_045.jpg,7514,7514,publish
catalogo,17515,T 52 037,Senza titolo / (Untitled),circa 1952,tempera and wax crayon on paper ,350 x 500 mm,works on paper/canvas,mixed media,,,T_52_037.jpg,7515,7515,publish
catalogo,17516,T 52 035,Senza titolo / (Untitled),circa 1952,tempera and pastel on paper,350 x 500 mm,works on paper/canvas,mixed media,,,T_52_035.jpg,7516,7516,publish
catalogo,17519,T 54 044,Senza titolo / (Untitled),circa 1954,"pastel, tempera and conté pencil on paper",475 x 700 mm,works on paper/canvas,mixed media,,,T_54_044.jpg,7519,7519,publish
catalogo,17520,T 55 080,Senza titolo / (Untitled),circa 1955,tempera and pastel on paper,475 x 700 mm,works on paper/canvas,mixed media,,,T_55_080.jpg,7520,7520,publish
catalogo,17521,T 55 081,Senza titolo / (Untitled),circa 1955,tempera and pastel on paper,473 x 695 mm,works on paper/canvas,mixed media,,,T_55_081.jpg,7521,7521,publish
catalogo,17522,T 54 046,Senza titolo / (Untitled),circa 1954,"tempera, pastel and burn marks on paper ",496 x 697 mm,works on paper/canvas,mixed media,,,T_54_046.jpg,7522,7522,publish
catalogo,17524,T 55 082,Senza titolo / (Untitled),circa 1955,"tempera, pastel and burn marks on paper ",350 x 495 mm,works on paper/canvas,mixed media,,,T_55_082.jpg,7524,7524,publish
catalogo,17525,T 54 045,Senza titolo / (Untitled),circa 1954,"tempera, pastel and charcoal on paper",250 x 331 mm,works on paper/canvas,mixed media,,,T_54_045.jpg,7525,7525,publish
catalogo,17526,T 55 083,Senza titolo / (Untitled),circa 1955,"tempera, pastel and burn marks on paper ",345 x 495 mm,works on paper/canvas,mixed media,,,T_55_083.jpg,7526,7526,publish
catalogo,17527,T 55 084,Senza titolo / (Untitled),circa 1955,"tempera, pastel and burn marks on paper ",350 x 250 mm,works on paper/canvas,mixed media,,,T_55_084.jpg,7527,7527,publish
catalogo,17528,T 53 046,Senza titolo / (Untitled),circa 1953,tempera and burn marks on paper mounted on canvas,695 x 995 mm,works on paper/canvas,mixed media,,,T_53_046.jpg,7528,7528,publish
catalogo,17529,T 52 036,Senza titolo / (Untitled),circa 1952,"tempera, pastel, india ink and burnt collage on paper",475 x 700 mm,works on paper/canvas,mixed media,,,T_52_036.jpg,7529,7529,publish
catalogo,17530,T 50 029,Senza titolo / (Untitled),circa 1950,"tempera, pastel and burnt collage on paper",470 x 695 mm,works on paper/canvas,mixed media,,,T_50_029.jpg,7530,7530,publish
catalogo,17531,T 50 030,Senza titolo / (Untitled),circa 1950,tempera on canvas paper,695 x 995 mm,works on paper/canvas,mixed media,,,T_50_030.jpg,7531,7531,publish
catalogo,17532,T 50 031,Senza titolo / (Untitled),circa 1950,tempera and pastel on paper,690 x 900 mm,works on paper/canvas,mixed media,,,T_50_031.jpg,7532,7532,publish
catalogo,17566,T 50 032,Senza titolo / (Untitled),circa 1950,tempera and burned collage on paper,700 x 1000 mm,works on paper/canvas,mixed media,,,T_50_032.jpg,7566,7566,publish
catalogo,17567,T 50 033,Senza titolo / (Untitled),circa 1950,tempera and burned collage on paper,700 x 1000 mm,works on paper/canvas,mixed media,,,T_50_033.jpg,7567,7567,publish
catalogo,17737,T 55 085,Senza titolo / (Untitled),1955,tempera and color pastel on ivory cardboard ,250 x 353 mm,works on paper/canvas,mixed media,,,T_55_085.jpg,7737,7737,publish
catalogo,17738,T 55 086,Senza titolo / (Untitled),1955,tempera and pastel on ivory paper,350 x 500 mm,works on paper/canvas,mixed media,,,T_55_086.jpg,7738,7738,publish
catalogo,17906,T 46 004,Senza titolo / (Untitled),circa 1946,oil on wood,"20 x 14,7 cm",works on paper/canvas,paintings,,,T_46_004.jpg,7906,7906,publish
